                                  Instance                                   |                                 SHOTcpx1910@1                                  |                               SHOTcpx1910noref@1                               |                               SHOTcpx1910nrnc@1                                |                              SHOTcpx1910rcnoref@1                              |
smallinvSNPr5b020-022       101   100     4 min  3.080045e-01  3.080045e-01  |normal      3.080045e-01    0.00  3.080045e-01    0.00   0.00   13.93        0  |normal      3.080045e-01    0.00  3.080045e-01    0.00   0.00   13.45        0  |normal      3.080045e-01    0.00  3.080045e-01    0.00   0.00   13.29        0  |normal      3.080045e-01    0.00  3.080045e-01    0.00   0.00   13.21        0  |
smallinvSNPr5b050-055       101   100     4 min  1.672566e+00  1.672566e+00  |normal      1.672566e+00    0.00  1.672566e+00    0.00   0.00    2.62        0  |normal      1.672566e+00    0.00  1.672566e+00    0.00   0.00    2.34        0  |normal      1.672566e+00    0.00  1.672566e+00    0.00   0.00    2.37        0  |normal      1.672566e+00    0.00  1.672566e+00    0.00   0.00    2.36        0  |
smallinvSNPr5b100-110       101   100     4 min  6.636899e+00  6.636899e+00  |normal      6.636899e+00    0.00  6.636899e+00    0.00   0.00   12.69        0  |normal      6.636899e+00    0.00  6.636899e+00    0.00   0.00   12.36        0  |normal      6.636899e+00    0.00  6.636899e+00    0.00   0.00   12.22        0  |normal      6.636899e+00    0.00  6.636899e+00    0.00   0.00   12.39        0  |
smallinvSNPr5b150-165       101   100     4 min  1.488039e+01  1.488039e+01  |normal      1.491449e+01   -0.23  1.491449e+01    0.23   0.00   21.17        0 !|normal      1.491449e+01   -0.23  1.491449e+01    0.23   0.00   20.24        0 !|normal      1.491449e+01   -0.23  1.491449e+01    0.23   0.00   20.39        0 !|normal      1.491449e+01   -0.23  1.491449e+01    0.23   0.00   20.01        0 !|
smallinvSNPr5b200-220       101   100     4 min  2.626521e+01  2.626521e+01  |normal      2.626521e+01   -0.00  2.626521e+01    0.00   0.00    3.76        0  |normal      2.626521e+01   -0.00  2.626521e+01    0.00   0.00    3.48        0  |normal      2.626521e+01   -0.00  2.626521e+01    0.00   0.00    3.52        0  |normal      2.626521e+01   -0.00  2.626521e+01    0.00   0.00    3.45        0  |
sonet17v4                   136   136  2057 min  1.182604e+06  1.182604e+06  |normal      1.182604e+06    0.00  1.182604e+06    0.00   0.00  104.95        0  |normal      0.000000e+00     inf            --     inf    inf    0.17        0  |normal      1.182604e+06    0.00  1.182604e+06    0.00   0.00   99.88        0  |iterlim     0.000000e+00     inf           inf     inf    inf    0.18        0  |
sonet18v6                   153   153  2466 min  3.389110e+06  3.389110e+06  |normal      3.389110e+06    0.00  3.389110e+06    0.00   0.00  185.64        0  |normal      0.000000e+00     inf            --     inf    inf    0.20        0  |normal      3.389110e+06    0.00  3.389110e+06    0.00   0.00  182.47        0  |iterlim     0.000000e+00     inf           inf     inf    inf    0.19        0  |
sonet20v6                   190   190  3440 min  3.311060e+06  3.311060e+06  |normal      3.311060e+06    0.00  3.311060e+06    0.00   0.00  310.87        0  |normal      0.000000e+00     inf            --     inf    inf    0.29        0  |normal      3.311060e+06    0.00  3.311060e+06    0.00   0.00  295.68        0  |iterlim     0.000000e+00     inf           inf     inf    inf    0.29        0  |
sonet21v6                   210   210  4011 min  7.100615e+06  7.600750e+06  |timelim     7.085107e+06      --  7.701520e+06      --   8.70  900.02        0  |normal      0.000000e+00      --            --      --    inf    0.36        0  |timelim     7.085107e+06      --  7.701520e+06      --   8.70  900.01        0  |iterlim     0.000000e+00      --           inf      --    inf    0.36        0  |
sonet22v4                   231   231  4642 min  2.205900e+06  2.373966e+06  |timelim     2.196668e+06      --  2.394738e+06      --   9.02  900.59        0  |normal      0.000000e+00      --            --      --    inf    0.43        0  |timelim     2.196668e+06      --  2.399931e+06      --   9.25  900.01        0  |iterlim     0.000000e+00      --           inf      --    inf    0.43        0  |
sonet24v2                   276   276  6096 min  3.122259e+06  3.312579e+06  |normal      3.312579e+06      --  3.312579e+06      --   0.00  131.20        0  |normal      0.000000e+00      --            --      --    inf    0.64        0  |normal      3.312579e+06      --  3.312579e+06      --   0.00  131.37        0  |iterlim     0.000000e+00      --           inf      --    inf    0.66        0  |
sonet25v5                   300   300  6925 min  6.501788e+06  7.068000e+06  |timelim     6.520550e+06      --  7.215576e+06      --  10.66  900.03        0  |normal      0.000000e+00      --            --      --    inf    0.76        0  |timelim     6.520550e+06      --  7.215576e+06      --  10.66  900.02        0  |iterlim     0.000000e+00      --           inf      --    inf    0.79        0  |
spectra2                     69    30    80 min  1.397831e+01  1.397831e+01  |normal      1.397831e+01    0.00  1.397831e+01    0.00   0.00    2.58      194  |normal      1.397835e+01   -0.00  1.522914e+01    8.95   8.95    0.23      142  |normal      1.397835e+01   -0.00  1.522914e+01    8.95   8.95    0.23      142  |normal      1.397831e+01    0.00  1.397831e+01    0.00   0.00    0.69      194  |
sporttournament06            16    15     1 max  1.200000e+01  1.200000e+01  |normal      1.200000e+01    0.00  1.200000e+01    0.00   0.00    0.06        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.04        0 !|normal      1.200000e+01    0.00  1.200000e+01    0.00   0.00    0.04        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.03        0 !|
sporttournament08            29    28     1 max  2.400000e+01  2.400000e+01  |normal      2.400000e+01    0.00  2.400000e+01    0.00   0.00    0.07        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.03        0 !|normal      2.400000e+01    0.00  2.400000e+01    0.00   0.00    0.05        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.04        0 !|
sporttournament10            46    45     1 max  4.400000e+01  4.400000e+01  |normal      4.400000e+01    0.00  4.400000e+01    0.00   0.00    0.09        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.04        0 !|normal      4.400000e+01    0.00  4.400000e+01    0.00   0.00    0.06        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.04        0 !|
sporttournament12            67    66     1 max  6.800000e+01  6.800000e+01  |normal      6.800000e+01    0.00  6.800000e+01    0.00   0.00    0.11        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.04        0 !|normal      6.800000e+01    0.00  6.800000e+01    0.00   0.00    0.08        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.04        0 !|
sporttournament14            92    21     1 max  9.600000e+01  9.600000e+01  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.22        0 !|normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.05        0 !|normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.05        0 !|normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.05        0 !|
sporttournament16           121   120     1 max  1.300000e+02  1.300000e+02  |normal      1.300000e+02    0.00  1.300000e+02    0.00   0.00    0.44        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.06        0 !|normal      1.300000e+02    0.00  1.300000e+02    0.00   0.00    0.40        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.05        0 !|
sporttournament18           154   153     1 max  1.600000e+02  1.600000e+02  |normal      1.600000e+02    0.00  1.600000e+02    0.00   0.00    1.98        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.08        0 !|normal      1.600000e+02    0.00  1.600000e+02    0.00   0.00    1.94        0  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.07        0 !|
sporttournament20           191   190     1 max  1.920192e+02  1.920000e+02  |normal      1.920000e+02      --  1.920000e+02      --   0.00    4.01        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.10        0 !|normal      1.920000e+02      --  1.920000e+02      --   0.00    3.92        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.09        0 !|
sporttournament22           232   231     1 max  2.500000e+02  2.340000e+02  |normal      2.340000e+02      --  2.340000e+02      --   0.00    6.66        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.14        0 !|normal      2.340000e+02      --  2.340000e+02      --   0.00    6.61        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.12        0 !|
sporttournament24           277   276     1 max  3.018788e+02  2.820000e+02  |normal      2.820000e+02      --  2.820000e+02      --   0.00  166.74        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.19        0 !|normal      2.820000e+02      --  2.820000e+02      --   0.00  166.15        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.17        0 !|
sporttournament26           326   325     1 max  3.652999e+02  3.340000e+02  |timelim     3.590355e+02      --  3.340000e+02      --   7.50  900.01        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.26        0 !|timelim     3.590355e+02      --  3.340000e+02      --   7.50  900.01        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.24        0 !|
sporttournament28           379   378     1 max  4.149764e+02  3.840000e+02  |normal      3.840000e+02      --  3.840000e+02      --   0.00  283.49        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.36        0 !|normal      3.840000e+02      --  3.840000e+02      --   0.00  283.86        0  |normal      0.000000e+00      --  0.000000e+00      --   0.00    0.35        0 !|
spring                       17    12    11 min  8.462457e-01  8.462457e-01  |normal      4.876396e-01   73.54  1.568640e+00   85.36 221.68    0.20        0  |normal      4.179768e-02   Large            --     inf     --    0.09        0  |normal      4.876396e-01   73.54  1.568640e+00   85.36 221.68    0.11        0  |normal      4.179768e-02   Large            --     inf     --    0.10        0  |
squfl010-025persp           510    10   525 min  2.141110e+02  2.141110e+02  |normal      2.000000e+00   Large  2.141110e+02    0.00  Large    3.12        0  |normal      2.000000e+00   Large  2.141110e+02    0.00  Large    1.54        0  |normal      2.000000e+00   Large  2.141110e+02    0.00  Large    1.59        0  |normal      2.000000e+00   Large  2.141110e+02    0.00  Large    2.12        0  |
squfl010-040persp           810    10   840 min  2.405967e+02  2.405985e+02  |normal      3.000000e+00      --  2.405985e+02      --  Large    8.04        0  |normal      3.000000e+00      --  2.405985e+02      --  Large    4.34        0  |normal      3.000000e+00      --  2.405985e+02      --  Large    4.38        0  |normal      3.000000e+00      --  2.405985e+02      --  Large    5.58        0  |
squfl010-080persp          1610    10  1680 min  5.097060e+02  5.097060e+02  |normal      1.100000e+01   Large  5.097060e+02   -0.00  Large   31.38        0  |normal      1.100000e+01   Large  5.097060e+02   -0.00  Large   17.73        0  |normal      1.100000e+01   Large  5.097060e+02   -0.00  Large   17.80        0  |normal      1.100000e+01   Large  5.097060e+02   -0.00  Large   23.72        0  |
squfl015-060persp          1815    15  1860 min  3.666218e+02  3.666218e+02  |normal      1.000000e+00   Large  3.666218e+02    0.00  Large   31.96        0  |normal      1.000000e+00   Large  3.666218e+02    0.00  Large   18.72        0  |normal      1.000000e+00   Large  3.666218e+02    0.00  Large   18.15        0  |normal      1.000000e+00   Large  3.666218e+02    0.00  Large   21.82        0  |
squfl015-080persp          2415    15  2480 min  4.024845e+02  4.024885e+02  |normal      1.400000e+01      --  4.024885e+02      --  Large   67.06       38  |normal      1.400000e+01      --  4.024885e+02      --  Large   40.34       38  |normal      1.400000e+01      --  4.024885e+02      --  Large   40.41       38  |normal      1.400000e+01      --  4.024885e+02      --  Large   49.84       38  |
squfl020-040persp          1620    20  1640 min  2.092528e+02  2.092549e+02  |normal      6.000000e+00      --  2.092549e+02      --  Large   26.21        0  |normal      6.000000e+00      --  2.092549e+02      --  Large   14.65        0  |normal      6.000000e+00      --  2.092549e+02      --  Large   14.68        0  |normal      6.000000e+00      --  2.092549e+02      --  Large   17.70        0  |
squfl020-050persp          2020    20  2050 min  2.301986e+02  2.302021e+02  |normal      6.000000e+00      --  2.302021e+02      --  Large   48.50       17  |normal      6.000000e+00      --  2.302021e+02      --  Large   28.55       17  |normal      6.000000e+00      --  2.302021e+02      --  Large   28.51       17  |normal      6.000000e+00      --  2.302021e+02      --  Large   34.65       17  |
squfl020-150persp          6020    20  6150 min  5.556430e+02  5.578487e+02  |normal      6.000000e+00      --  5.578486e+02      --  Large  593.49      784  |normal      6.000000e+00      --  5.578486e+02      --  Large  377.01      379  |normal      6.000000e+00      --  5.578486e+02      --  Large  382.05      379  |normal      6.000000e+00      --  5.578486e+02      --  Large  499.27      634  |
squfl025-025persp          1275    25  1275 min  1.688072e+02  1.688072e+02  |normal      7.000000e+00   Large  1.688072e+02    0.00  Large   17.05       34  |normal      7.000000e+00   Large  1.688072e+02    0.00  Large    9.08       34  |normal      7.000000e+00   Large  1.688072e+02    0.00  Large    9.13       34  |normal      7.000000e+00   Large  1.688072e+02    0.00  Large   11.79       34  |
squfl025-030persp          1525    25  1530 min  2.055017e+02  2.055017e+02  |normal      2.000000e+00   Large  2.055017e+02    0.00  Large   23.38        0  |normal      2.000000e+00   Large  2.055017e+02    0.00  Large   12.03        0  |normal      2.000000e+00   Large  2.055017e+02    0.00  Large   12.03        0  |normal      2.000000e+00   Large  2.055017e+02    0.00  Large   15.87        0  |
squfl025-040persp          2025    25  2040 min  1.973317e+02  1.973339e+02  |normal      6.000000e+00      --  1.973339e+02      --  Large   52.75       38  |normal      6.000000e+00      --  1.973339e+02      --  Large   30.54       38  |normal      6.000000e+00      --  1.973339e+02      --  Large   29.20       38  |normal      6.000000e+00      --  1.973339e+02      --  Large   38.04       38  |
squfl030-100persp          6030    30  6100 min  3.630856e+02  3.630938e+02  |normal      3.000000e+00      --  3.630938e+02      --  Large  488.88      263  |normal      3.000000e+00      --  3.630938e+02      --  Large  322.95      222  |normal      3.000000e+00      --  3.630938e+02      --  Large  332.24      222  |normal      3.000000e+00      --  3.630938e+02      --  Large  381.64      263  |
squfl030-150persp          9030    30  9150 min  4.052496e+02  4.305766e+02  |timelim     7.000000e+00      --  4.321177e+02      --  Large  927.43     9690  |timelim     7.000000e+00      --  4.392179e+02      --  Large  907.74    18421  |timelim     7.000000e+00      --  4.310065e+02      --  Large  907.15    14149  |timelim     7.000000e+00      --  4.310065e+02      --  Large  921.45    14154  |
squfl040-080persp          6440    40  6480 min  2.638922e+02  2.638992e+02  |timelim     3.000000e+00      --  2.638992e+02      --  Large  917.74    83910  |normal      3.000000e+00      --  2.638992e+02      --  Large  811.06    81861  |normal      3.000000e+00      --  2.638992e+02      --  Large  816.76    81861  |timelim     3.000000e+00      --  2.638992e+02      --  Large  912.60    83910  |
sssd08-04persp               60    44    40 min  1.820226e+05  1.820226e+05  |normal      1.464887e+03   Large  1.820226e+05   -0.00  Large    1.22    11350  |normal      1.464887e+03   Large  2.089039e+05   14.77  Large    0.30     2701  |normal      1.464887e+03   Large  2.089039e+05   14.77  Large    0.27     2701  |normal      1.464887e+03   Large  1.820226e+05   -0.00  Large    1.18    11350  |
sssd12-05persp               95    75    52 min  2.814086e+05  2.814086e+05  |normal      2.403826e+03   Large  3.400588e+05   20.84  Large   13.89    81145  |normal      2.403826e+03   Large  3.411885e+05   21.24  Large    1.45    48205  |normal      2.403826e+03   Large  3.411885e+05   21.24  Large    1.45    48205  |normal      2.403826e+03   Large  3.400588e+05   20.84  Large   13.86    81145  |
sssd15-04persp               88    72    47 min  2.043431e+05  2.050545e+05  |normal      3.087838e+03      --  2.050545e+05      --  Large   28.78   326926  |normal      3.087838e+03      --  2.937999e+05      --  Large    1.52    42954  |normal      3.087838e+03      --  2.937999e+05      --  Large    1.54    42954  |normal      3.087838e+03      --  2.050545e+05      --  Large   29.19   326926  |
sssd20-04persp              108    92    52 min  3.363966e+05  3.476914e+05  |timelim     4.013689e+03      --  3.806277e+05      --  Large  904.08  7643118  |normal      4.013689e+03      --  4.854459e+05      --  Large    1.11    27556  |normal      4.013689e+03      --  4.854459e+05      --  Large    1.11    27556  |timelim     4.013689e+03      --  3.800795e+05      --  Large  902.17  8125961  |
sssd25-04persp              128   112    57 min  2.872316e+05  3.001766e+05  |timelim     5.314199e+03      --  4.066613e+05      --  Large  904.41 39052797  |normal      5.314199e+03      --  4.384977e+05      --  Large  631.71 37525808  |normal      5.314199e+03      --  4.384977e+05      --  Large  630.74 37525808  |timelim     5.314199e+03      --  4.053066e+05      --  Large  900.06 38800662  |
st_e13                        2     1     2 min  2.000000e+00  2.000000e+00  |iterlim     1.000000e+00  100.00  2.000000e+00    0.00 100.00    0.11        0  |normal      1.000000e+00  100.00  2.236068e+00   11.80 123.61    0.05        0  |normal      1.000000e+00  100.00  2.236068e+00   11.80 123.61    0.05        0  |iterlim     1.000000e+00  100.00  2.000000e+00    0.00 100.00    0.08        0  |
st_e15                        5     3     7 min  7.667180e+00  7.667180e+00  |normal      4.931112e+00   55.49  7.667180e+00    0.00  55.49    0.11        0  |normal      4.931112e+00   55.49  7.931112e+00    3.44  60.84    0.05        0  |normal      4.931112e+00   55.49  7.931112e+00    3.44  60.84    0.07        0  |normal      4.931112e+00   55.49  7.667180e+00    0.00  55.49    0.07        0  |
st_e29                       11     8     9 min -9.434705e-01 -9.434705e-01  |normal     -9.943099e-01    5.39 -6.791840e-01   38.91  46.40    0.09        0  |normal     -9.943099e-01    5.39 -6.664000e-01   41.58  49.21    0.04        0  |normal     -9.943099e-01    5.39 -6.664000e-01   41.58  49.21    0.04        0  |normal     -9.943099e-01    5.39 -6.791840e-01   38.91  46.40    0.09        0  |
st_e31                      112    24   140 min -2.000000e+00 -2.000000e+00  |normal     -3.000000e+00   50.00            --     inf     --    0.10        0  |normal     -3.000000e+00   50.00            --     inf     --    0.05        0  |normal     -3.000000e+00   50.00            --     inf     --    0.05        0  |normal     -3.000000e+00   50.00            --     inf     --    0.06        0  |
st_e32                       35    19    30 min -1.430407e+00 -1.430407e+00  |normal     -1.000000e+02   Large -1.060938e+00   34.82  Large    0.25        0  |normal     -1.000000e+02   Large -1.060938e+00   34.82  Large    0.06        0  |normal     -1.000000e+02   Large -1.060938e+00   34.82  Large    0.07        0  |normal     -1.000000e+02   Large -1.060938e+00   34.82  Large    0.14        0  |
st_e35                       32     7    39 min  6.486808e+04  6.486808e+04  |iterlim     2.731380e-10     inf  6.486808e+04   -0.00    inf    0.11        0  |normal      4.772196e-10     inf  6.486808e+04   -0.00    inf    0.25        0  |iterlim     2.731380e-10     inf  1.171789e+05   80.64    inf    0.07        0  |normal      4.772196e-10     inf  6.486808e+04   -0.00    inf    0.67        0  |
st_e36                        2     1     3 min -2.460000e+02 -2.460000e+02  |iterlim    -2.750000e+02   11.79 -2.460000e+02    0.00  11.79    0.11        0  |normal     -4.450000e+02   80.89 -2.376889e+02    3.50  87.22    0.05        0  |normal     -2.750000e+02   11.79 -2.261825e+02    8.76  21.58    0.06        0  |normal     -4.450000e+02   80.89 -2.376889e+02    3.50  87.22    0.07        0  |
st_e38                        4     2     3 min  7.197727e+03  7.197727e+03  |iterlim     3.422675e+03  110.30  7.197727e+03   -0.00 110.30    0.07        0  |normal      3.422675e+03  110.30  7.197727e+03   -0.00 110.30    0.04        0  |normal      3.422675e+03  110.30  7.197727e+03   -0.00 110.30    0.04        0  |iterlim     3.422675e+03  110.30  7.197727e+03   -0.00 110.30    0.05        0  |
st_e40                        4     3    12 min  3.041421e+01  3.041421e+01  |iterlim     2.824264e+01    7.69  5.297056e+01   74.16  87.56    0.13      146  |normal      4.414213e+00  589.01            --     inf     --    0.04        0  |normal      2.824264e+01    7.69  5.297056e+01   74.16  87.56    0.06      146  |iterlim     4.414213e+00  589.01           inf     inf    inf    0.05        0  |
super1                     1307    44  2000 min  9.507934e+00  9.507934e+00  |normal      2.573169e+00  269.50            --     inf     --    8.46        0  |normal      2.550121e+00  272.84            --     inf     --    1.67        0  |normal      2.573169e+00  269.50            --     inf     --    1.17        0  |normal      2.550121e+00  272.84            --     inf     --    2.57        0  |
supplychain                  27     3    30 min  2.260257e+03  2.260257e+03  |normal      9.476000e+02  138.52            --     inf     --    0.10        0  |normal      9.476000e+02  138.52            --     inf     --    0.04        0  |normal      9.476000e+02  138.52            --     inf     --    0.04        0  |normal      9.476000e+02  138.52            --     inf     --    0.07        0  |
supplychainp1_020306        150    27   255 min  4.375517e+05  4.375517e+05  |normal      4.434034e+01   Large  4.384717e+05    0.21  Large    0.20        0  |normal      4.434034e+01   Large  4.384717e+05    0.21  Large    0.08        0  |normal      4.434034e+01   Large  4.384717e+05    0.21  Large    0.07        0  |normal      4.434034e+01   Large  4.384717e+05    0.21  Large    0.15        0  |
supplychainp1_022020       2940   460  5300 min  1.774970e+06  1.776977e+06  |normal      1.909080e+02      --  1.776977e+06      --  Large  101.68    83462  |normal      1.909080e+02      --  1.776977e+06      --  Large    8.38     8124  |normal      1.909080e+02      --  1.776977e+06      --  Large    8.42     8124  |normal      1.909080e+02      --  1.776977e+06      --  Large   96.39    83462  |
supplychainp1_030510        445    70   835 min  8.604409e+05  8.604409e+05  |normal      1.266562e+02   Large  8.604409e+05   -0.00  Large    0.83        0  |normal      1.266562e+02   Large  8.604409e+05   -0.00  Large    0.09        0  |normal      1.266562e+02   Large  8.604409e+05   -0.00  Large    0.09        0  |normal      1.266562e+02   Large  8.604409e+05   -0.00  Large    0.64        0  |
supplychainr1_020306         93    27   114 min  4.375512e+05  4.375512e+05  |normal      4.931065e+04  787.34  4.384709e+05    0.21 789.20    0.12        0  |normal      4.931065e+04  787.34  4.384709e+05    0.21 789.20    0.05        0  |normal      4.931065e+04  787.34  4.384709e+05    0.21 789.20    0.05        0  |normal      4.931065e+04  787.34  4.384709e+05    0.21 789.20    0.08        0  |
supplychainr1_022020       1440   460  1840 min  1.776970e+06  1.776970e+06  |normal      1.831226e+05  870.37  1.820176e+06    2.43 893.97   10.24        0  |normal      1.831226e+05  870.37  1.820176e+06    2.43 893.97    0.66        0  |normal      1.831226e+05  870.37  1.820176e+06    2.43 893.97    0.67        0  |normal      1.831226e+05  870.37  1.820176e+06    2.43 893.97    3.01        0  |
supplychainr1_030510        230    70   280 min  8.604402e+05  8.604402e+05  |normal      1.256749e+05  584.66  1.002771e+06   16.54 697.91    0.60        0  |normal      1.256749e+05  584.66  1.003008e+06   16.57 698.10    0.09        0  |normal      1.256749e+05  584.66  1.003008e+06   16.57 698.10    0.09        0  |normal      1.256749e+05  584.66  1.002771e+06   16.54 697.91    0.47        0  |
supplychainr1_053050       5150  1680  6580 min  3.649580e+06  3.728021e+06  |normal      5.110605e+05      --  3.859731e+06      -- 655.24   63.39     3945  |normal      5.110605e+05      --  3.865261e+06      -- 656.32    9.04      126  |normal      5.110605e+05      --  3.865261e+06      -- 656.32    9.23      126  |normal      5.110605e+05      --  3.859731e+06      -- 655.24   77.46     6323  |
synheat                      56    12    64 min  1.544023e+05  1.549973e+05  |normal      0.000000e+00      --  1.549973e+05      --    inf    0.67        0  |normal      0.000000e+00      --  1.549973e+05      --    inf    0.11        0  |normal      0.000000e+00      --  1.549973e+05      --    inf    0.10        0  |normal      0.000000e+00      --  1.549973e+05      --    inf    0.62        0  |
tanksize                     47     9    77 min  1.268644e+00  1.268644e+00  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.14        0 !|normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.11        0 !|normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.08        0 !|normal      0.000000e+00     inf  0.000000e+00     inf   0.00    0.11        0 !|
telecomsp_njlata           5198  5152  3466 min  8.568587e+05  9.157700e+05  |timelim     8.577592e+05      --  9.145000e+05      --   6.62  900.99        0  |timelim     0.000000e+00      --  1.148520e+06      --    inf  904.84   210009  |timelim     8.577592e+05      --  9.150000e+05      --   6.67  900.42        0  |timelim     0.000000e+00      --  1.148520e+06      --    inf  907.43   210018  |
telecomsp_pacbell          3570  3528  2940 min  2.999113e+05  3.103400e+05  |timelim     3.050274e+05      --  3.115200e+05      --   2.13  900.34        0  |timelim     0.000000e+00      --  3.253400e+05      --    inf  906.81   259636  |timelim     3.050274e+05      --  3.115200e+05      --   2.13  900.13        0  |timelim     0.000000e+00      --  3.253400e+05      --    inf  909.49   258909  |
tln12                       168   168    72 min  8.580000e+01  9.050000e+01  |timelim     8.400000e+00      --  9.080000e+01      -- 980.95  901.18        0  |normal      0.000000e+00      --            --      --    inf    0.07        0  |timelim     8.400000e+00      --  9.060000e+01      -- 978.57  901.36        0  |normal      0.000000e+00      --            --      --    inf    0.13        0  |
tln2                          8     8    12 min  5.300000e+00  5.300000e+00  |normal      5.300000e+00    0.00  5.300000e+00    0.00   0.00    0.08        0  |normal      0.000000e+00     inf            --     inf    inf    0.04        0  |normal      5.300000e+00    0.00  5.300000e+00    0.00   0.00    0.04        0  |normal      0.000000e+00     inf  5.300000e+00    0.00    inf    0.08        0  |
tln4                         24    24    24 min  8.300000e+00  8.300000e+00  |normal      8.300000e+00    0.00  8.300000e+00    0.00   0.00    1.83        0  |normal      0.000000e+00     inf            --     inf    inf    0.06        0  |normal      8.300000e+00    0.00  8.300000e+00    0.00   0.00    1.89        0  |normal      0.000000e+00     inf  9.400000e+00   13.25    inf    1.95       29  |
tln5                         35    35    30 min  1.030000e+01  1.030000e+01  |timelim     0.000000e+00     inf  1.030000e+01    0.00    inf  900.01        0  |normal      0.000000e+00     inf            --     inf    inf    0.06        0  |timelim     0.000000e+00     inf  1.030000e+01    0.00    inf  900.02        0  |normal      0.000000e+00     inf  1.100000e+01    6.80    inf   21.45   150214  |
tln6                         48    48    36 min  1.530000e+01  1.530000e+01  |timelim     0.000000e+00     inf  1.530000e+01    0.00    inf  900.04        0  |normal      0.000000e+00     inf            --     inf    inf    0.06        0  |timelim     0.000000e+00     inf  1.530000e+01    0.00    inf  900.05        0  |normal      0.000000e+00     inf            --     inf    inf    0.07        0  |
tln7                         63    63    42 min  1.426029e+01  1.500000e+01  |timelim     0.000000e+00      --  1.500000e+01      --    inf  900.03        0  |normal      0.000000e+00      --            --      --    inf    0.06        0  |timelim     0.000000e+00      --  1.500000e+01      --    inf  900.02        0  |normal      0.000000e+00      --            --      --    inf    0.13        0  |
tloss                        48    48    53 min  1.630000e+01  1.630000e+01  |normal      1.630000e+01    0.00  1.630000e+01    0.00   0.00    0.12        0  |iterlim     1.630000e+01    0.00  1.700000e+01    4.29   4.29    0.89     6742  |normal      1.630000e+01    0.00  1.630000e+01    0.00   0.00    0.09        0  |normal      1.630000e+01    0.00  1.660000e+01    1.84   1.84   16.55   100205  |
tltr                         48    48    54 min  4.806667e+01  4.806667e+01  |normal      4.806667e+01    0.00  4.806667e+01   -0.00   0.00    0.09        0  |normal      0.000000e+00     inf            --     inf    inf    0.04        0  |normal      4.806667e+01    0.00  4.806667e+01   -0.00   0.00    0.06        0  |normal      0.000000e+00     inf            --     inf    inf    0.05        0  |
tspn05                       20    10    10 min  1.912541e+02  1.912552e+02  |normal      0.000000e+00      --  1.912552e+02      --    inf    0.17        0  |normal      0.000000e+00      --  1.912552e+02      --    inf    0.06        0  |normal      0.000000e+00      --  1.912552e+02      --    inf    0.06        0  |normal      0.000000e+00      --  1.912552e+02      --    inf    0.17        0  |
tspn08                       44    28    18 min  2.825663e+02  2.905669e+02  |normal      0.000000e+00      --  2.905668e+02      --    inf    5.70        0  |normal      0.000000e+00      --  2.905669e+02      --    inf    0.09        0  |normal      0.000000e+00      --  2.905669e+02      --    inf    0.10        0  |normal      0.000000e+00      --  2.905668e+02      --    inf    5.72        0  |
tspn15                      135   105    34 min  3.000036e+02  3.271391e+02  |normal      0.000000e+00      --  3.271391e+02      --    inf    1.18        0  |normal      0.000000e+00      --  3.271391e+02      --    inf    0.35        0  |normal      0.000000e+00      --  3.271391e+02      --    inf    0.35        0  |normal      0.000000e+00      --  3.271391e+02      --    inf    1.05        0  |
unitcommit2                 960   720  5329 min  5.781766e+05  5.781766e+05  |timelim     0.000000e+00     inf  5.840281e+05    1.01    inf  902.35    78958  |timelim     0.000000e+00     inf  5.885480e+05    1.79    inf  900.64   163645  |timelim     0.000000e+00     inf  5.840281e+05    1.01    inf  900.33    74906  |timelim     0.000000e+00     inf  5.885480e+05    1.79    inf  901.16   162893  |
