                                   Instance                                    |                                  Scb2804m@1                                  |                                   boaos@1                                    |                                    scip@1                                    |
squfl020-040                 820    20    840 min  2.092549e+02  2.092549e+02  |normal      2.092549e+02    0.00  2.092549e+02   -0.00   0.00  20.44       0  |timelim     1.869414e+18  -Large           inf     inf    inf 900.03       0 !|timelim     1.241614e+02   68.53  2.599538e+02   24.23 109.37 900.00     127  |
squfl020-050                1020    20   1050 min  2.302021e+02  2.302021e+02  |normal      2.302021e+02    0.00  2.302021e+02   -0.00   0.00 265.26      55  |timelim     2.698565e+18  -Large           inf     inf    inf 900.05       0 !|timelim     9.637756e+01  138.85  2.935073e+02   27.50 204.54 900.01      50  |
squfl020-150                3021    20   3151 min  5.578487e+02  5.578487e+02  |--                    --     inf            --     inf     --     --      -- !|timelim     3.911787e+18  -Large           inf     inf    inf 900.00       0 !|timelim     0.000000e+00     inf  1.006956e+03   80.51    inf 900.00       4  |
squfl025-025                 650    25    650 min  1.688073e+02  1.688073e+02  |normal      1.688072e+02    0.00  1.688072e+02   -0.00   0.00  13.10       8  |timelim     1.232795e+18  -Large           inf     inf    inf 900.01       0 !|timelim     1.024060e+02   64.84  1.688072e+02   -0.00  64.84 900.00     690  |
squfl025-030                 775    25    780 min  2.055017e+02  2.055017e+02  |normal      2.055017e+02    0.00  2.055017e+02   -0.00   0.00  11.70       6  |timelim     1.216495e+18  -Large           inf     inf    inf 900.04       0 !|timelim     1.174551e+02   74.96  2.113472e+02    2.84  79.94 900.01     329  |
squfl025-040                1025    25   1040 min  1.973339e+02  1.973339e+02  |normal      1.973339e+02    0.00  1.973339e+02   -0.00   0.00  44.64      14  |timelim     8.562925e+17  -Large           inf     inf    inf 900.05       0 !|timelim     8.062393e+01  144.76  2.368878e+02   20.04 193.82 900.01      56  |
squfl030-100                3030    30   3100 min  3.599787e+02  3.630938e+02  |timelim     3.169199e+02      --  4.176472e+02      --  31.78 901.12     916  |iterlim     2.742431e+18      --           inf      --    inf 899.95       0 !|timelim     0.000000e+00      --  4.765455e+02      --    inf 900.00      81  |
squfl040-080                3241    40   3281 min  2.593627e+02  2.638992e+02  |--                    --      --            --      --     --     --      -- !|iterlim     6.454667e+17      --           inf      --    inf 899.72       0 !|timelim     0.000000e+00      --  4.043783e+02      --    inf 900.04      20  |
sssd08-04                     60    44     40 min  1.820226e+05  1.820226e+05  |iterlim     1.756431e+05    3.63  2.020829e+05   11.02  15.05   6.47    1377  |normal      1.820226e+05    0.00  1.820226e+05   -0.00   0.00   8.94       0  |normal      1.818413e+05    0.10  1.820225e+05   -0.00   0.10   0.92     261  |
sssd12-05                     95    75     52 min  2.814086e+05  2.814086e+05  |normal      2.814597e+05   -0.02  2.814597e+05    0.02   0.00   5.18    1426  |timelim     6.106286e+09  -Large           inf     inf    inf 913.42       0 !|normal      2.811757e+05    0.08  2.814555e+05    0.02   0.10   2.75     751  |
sssd15-04                     88    72     47 min  2.050545e+05  2.050545e+05  |normal      2.119139e+05   -3.35  2.119139e+05    3.35   0.00   1.58      69 !|timelim     7.845096e+04  161.38           inf     inf    inf 905.19       0  |normal      2.049538e+05    0.05  2.050544e+05   -0.00   0.05   2.31     419  |
sssd15-06                    132   108     63 min  5.396355e+05  5.396355e+05  |normal      5.396387e+05   -0.00  5.396387e+05    0.00   0.00   8.28    2004  |timelim     2.446991e+09  -Large           inf     inf    inf 912.94       0 !|normal      5.391430e+05    0.09  5.396761e+05    0.01   0.10   3.05    1371  |
sssd15-08                    176   144     79 min  5.626179e+05  5.626179e+05  |normal      5.626837e+05   -0.01  5.626837e+05    0.01   0.00  25.77   27584  |timelim     9.111220e+09  -Large           inf     inf    inf 910.27       0 !|normal      5.620944e+05    0.09  5.626563e+05    0.01   0.10  35.72   27781  |
sssd16-07                    161   133     72 min  4.171888e+05  4.171888e+05  |normal      4.173204e+05   -0.03  4.173204e+05    0.03   0.00  33.43   43489  |timelim     8.100567e+09  -Large           inf     inf    inf 912.41       0 !|normal      4.167731e+05    0.10  4.171886e+05   -0.00   0.10  32.77   28641  |
sssd18-06                    150   126     66 min  3.979923e+05  3.979923e+05  |normal      3.981781e+05   -0.05  3.981781e+05    0.05   0.00  12.40   11691  |timelim     1.486810e+05  167.68           inf     inf    inf 912.73       0  |normal      3.976885e+05    0.08  3.980399e+05    0.01   0.09   4.53    1251  |
sssd18-08                    200   168     82 min  8.320218e+05  8.327956e+05  |normal      8.328315e+05      --  8.328315e+05      --   0.00  17.32   13368  |timelim     4.017136e+09      --           inf      --    inf 909.48       0 !|normal      8.320087e+05      --  8.328021e+05      --   0.10  30.47   19609  |
sssd20-04                    108    92     52 min  3.476914e+05  3.476914e+05  |normal      3.521840e+05   -1.29  3.521840e+05    1.29   0.00  14.41   13267 !|timelim     2.614163e+09  -Large           inf     inf    inf 913.27       0 !|normal      3.475647e+05    0.04  3.477912e+05    0.03   0.07   1.38     323  |
sssd20-08                    216   184     84 min  4.694399e+05  4.696198e+05  |normal      4.697585e+05      --  4.697585e+05      --   0.00  22.52    5320  |timelim     4.817154e+09      --           inf      --    inf 909.10       0 !|normal      4.694159e+05      --  4.698064e+05      --   0.08  27.22   18393  |
sssd22-08                    232   200     86 min  5.083853e+05  5.087137e+05  |normal      5.618629e+05      --  5.618629e+05      --   0.00 274.79  670055 !|timelim     1.912896e+05      --           inf      --    inf 910.07       0  |normal      5.083508e+05      --  5.088583e+05      --   0.10  30.92   17121  |
sssd25-04                    128   112     57 min  3.001766e+05  3.001766e+05  |normal      3.034678e+05   -1.10  3.034678e+05    1.10   0.00   1.89      64 !|timelim     2.006157e+09  -Large           inf     inf    inf 914.47       0 !|normal      3.000914e+05    0.03  3.003048e+05    0.04   0.07   1.15     101  |
sssd25-08                    256   224     89 min  4.720206e+05  4.720931e+05  |normal      4.721003e+05      --  4.721003e+05      --   0.00  36.14   15448  |timelim     2.867339e+09      --           inf      --    inf 909.63       0 !|normal      4.716230e+05      --  4.720941e+05      --   0.10  41.89   22801  |
st_e14                        11     4     13 min  4.579582e+00  4.579582e+00  |normal      4.579582e+00    0.00  4.579582e+00   -0.00   0.00   0.08       0  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00   0.04       0  |normal      4.579582e+00    0.00  4.579582e+00   -0.00   0.00   0.16       5  |
st_miqp1                       5     5      1 min  2.810000e+02  2.810000e+02  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00   0.17       0  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00   0.00       0  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00   0.00       1  |
st_miqp2                       4     4      3 min  2.000000e+00  2.000000e+00  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00   0.05       0  |error               -inf     inf           inf     inf    inf     --      -- !|normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00   0.00       1  |
st_miqp3                       2     2      1 min -6.000000e+00 -6.000000e+00  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00   0.04       0  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00   0.00       0  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00   0.00       1  |
st_miqp4                       6     3      4 min -4.574000e+03 -4.574000e+03  |normal     -4.574000e+03    0.00 -4.574000e+03   -0.00   0.00   0.05       0  |normal     -4.576500e+03    0.05 -4.574000e+03   -0.00   0.05   0.01       0  |normal     -4.574000e+03    0.00 -4.574000e+03    0.00   0.00   0.01       1  |
st_miqp5                       7     2     13 min -3.338889e+02 -3.338889e+02  |normal     -3.338889e+02   -0.00 -3.338889e+02    0.00   0.00   0.06       0  |normal     -3.338889e+02   -0.00 -3.338889e+02    0.00   0.00   0.00       0  |normal     -3.338889e+02    0.00 -3.338889e+02   -0.00   0.00   0.01       1  |
st_test1                       5     5      1 min  0.000000e+00  0.000000e+00  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00   0.04       0  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00   0.01       0  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00   0.00       0  |
st_test2                       6     6      2 min -9.250000e+00 -9.250000e+00  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00   0.04       0  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00   0.00       0  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00   0.00       1  |
st_test3                      13    13     10 min -7.000000e+00 -7.000000e+00  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00   0.04       0  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00   0.00       0  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00   0.00       1  |
st_test4                       6     6      5 min -7.000000e+00 -7.000000e+00  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00   0.04       0  |error               -inf     inf           inf     inf    inf     --      -- !|normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00   0.01       1  |
st_test5                      10    10     11 min -1.100000e+02 -1.100000e+02  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00   0.05       0  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00   0.00       0  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00   0.00       1  |
st_test6                      10    10      5 min  4.710000e+02  4.710000e+02  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00   0.05       0  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00   0.00       0  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00   0.00       1  |
st_test8                      24    24     20 min -2.960500e+04 -2.960500e+04  |normal     -2.960500e+04    0.00 -2.960500e+04    0.00   0.00   0.06       0  |normal     -2.960542e+04    0.00 -2.960500e+04    0.00   0.00   0.00       0  |normal     -2.960900e+04    0.01 -2.960500e+04    0.00   0.01   0.01       1  |
st_testgr1                    10    10      5 min -1.281160e+01 -1.281160e+01  |normal     -1.281160e+01    0.00 -1.281160e+01    0.00   0.00   0.12       4  |normal     -1.281160e+01    0.00 -1.281160e+01    0.00   0.00   0.14       0  |normal     -1.282378e+01    0.10 -1.281115e+01    0.00   0.10   0.02       1  |
st_testgr3                    20    20     20 min -2.059000e+01 -2.059000e+01  |normal     -2.059000e+01    0.00 -2.059000e+01    0.00   0.00   0.15      38  |normal     -2.059000e+01    0.00 -2.059000e+01    0.00   0.00   0.02       0  |normal     -2.060243e+01    0.06 -2.059000e+01    0.00   0.06   0.02       1  |
st_testph4                     3     3     10 min -8.050000e+01 -8.050000e+01  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00   0.05       0  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00   0.00       0  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00   0.00       1  |
stockcycle                   480   432     97 min  1.199487e+05  1.199487e+05  |normal      1.199487e+05    0.00  1.199487e+05   -0.00   0.00   1.48       0  |timelim    -2.638275e+13     inf           inf     inf    inf 900.18       0  |normal      1.199487e+05   -0.00  1.199487e+05    0.00   0.00 201.73   16337  |
syn05h                        42     5     58 max  8.377324e+02  8.377324e+02  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00   0.07       0  |normal      8.380108e+02    0.03  8.374449e+02    0.03   0.07   0.01       0  |normal      8.378043e+02    0.01  8.374449e+02    0.03   0.04   0.01       1  |
syn05hfsg                     42     5     58 max  8.377324e+02  8.377324e+02  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00   0.07       0  |normal      8.380108e+02    0.03  8.374449e+02    0.03   0.07   0.01       0  |normal      8.378045e+02    0.01  8.374449e+02    0.03   0.04   0.01       1  |
syn05m                        20     5     28 max  8.377324e+02  8.377324e+02  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00   0.06       0  |normal      8.377324e+02    0.00  8.377324e+02   -0.00   0.00   0.01       0  |normal      8.379193e+02    0.02  8.377324e+02    0.00   0.02   0.39       1  |
syn05m02h                    104    20    151 max  3.032736e+03  3.032736e+03  |normal      3.032102e+03   -0.02  3.032102e+03    0.02   0.00   0.15       0  |normal      3.033347e+03    0.02  3.032736e+03    0.00   0.02   0.01       0  |normal      3.035753e+03    0.10  3.032736e+03   -0.00   0.10   0.03       1  |
syn05m02hfsg                 104    20    151 max  3.032735e+03  3.032735e+03  |normal      3.031297e+03   -0.05  3.031297e+03    0.05   0.00   0.13       0  |normal      3.033347e+03    0.02  3.032735e+03   -0.00   0.02   0.01       0  |normal      3.035758e+03    0.10  3.032736e+03   -0.00   0.10   0.03       1  |
syn05m02m                     60    20    101 max  3.032735e+03  3.032735e+03  |normal      3.032419e+03   -0.01  3.032419e+03    0.01   0.00   0.13       0  |normal      3.032735e+03    0.00  3.032735e+03    0.00   0.00   0.01       0  |normal      3.033369e+03    0.02  3.032736e+03   -0.00   0.02   0.10       1  |
syn05m03h                    156    30    249 max  4.027372e+03  4.027372e+03  |normal      4.026036e+03   -0.03  4.026036e+03    0.03   0.00   0.17       0  |normal      4.027984e+03    0.02  4.027372e+03   -0.00   0.02   0.02       0  |normal      4.028826e+03    0.04  4.027373e+03   -0.00   0.04   0.05       1  |
syn05m03hfsg                 156    30    249 max  4.027372e+03  4.027372e+03  |normal      4.025570e+03   -0.04  4.025570e+03    0.04   0.00   0.19       0  |normal      4.027983e+03    0.02  4.027372e+03   -0.00   0.02   0.01       0  |normal      4.028816e+03    0.04  4.027372e+03   -0.00   0.04   0.05       1  |
syn05m03m                     90    30    174 max  4.027372e+03  4.027372e+03  |normal      4.026932e+03   -0.01  4.026932e+03    0.01   0.00   0.18       0  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00   0.04       0  |normal      4.027554e+03    0.00  4.027372e+03   -0.00   0.00   0.12       1  |
syn05m04h                    208    40    362 max  5.510388e+03  5.510388e+03  |normal      5.507679e+03   -0.05  5.507679e+03    0.05   0.00   0.25       0  |normal      5.511000e+03    0.01  5.510388e+03   -0.00   0.01   0.02       0  |normal      5.512260e+03    0.03  5.510388e+03   -0.00   0.03   0.06       1  |
syn05m04hfsg                 208    40    362 max  5.510632e+03  5.510387e+03  |normal      5.506025e+03      --  5.506025e+03      --   0.00   0.21       0  |normal      5.510999e+03      --  5.510387e+03      --   0.01   0.02       0  |normal      5.512251e+03      --  5.510388e+03      --   0.03   0.04       1  |
syn05m04m                    120    40    262 max  5.510387e+03  5.510387e+03  |normal      5.507946e+03   -0.04  5.507946e+03    0.04   0.00   0.26       0  |normal      5.510387e+03    0.00  5.510387e+03   -0.00   0.00   0.04       0  |normal      5.510454e+03    0.00  5.510388e+03   -0.00   0.00   0.17       1  |
syn10h                        77    10    112 max  1.267354e+03  1.267354e+03  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00   0.06       0  |normal      1.267709e+03    0.03  1.267354e+03   -0.00   0.03   0.03       0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00   0.04       1  |
syn10hfsg                     77    10    112 max  1.267354e+03  1.267354e+03  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00   0.06       0  |normal      1.267709e+03    0.03  1.267354e+03   -0.00   0.03   0.01       0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00   0.04       1  |
syn10m                        35    10     54 max  1.267354e+03  1.267354e+03  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00   0.06       0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00  -0.00   0.01       0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00   0.06       1  |
syn10m02h                    194    40    294 max  2.310301e+03  2.310301e+03  |normal      2.310302e+03    0.00  2.310302e+03   -0.00   0.00   0.31       0  |normal      2.312146e+03    0.08  2.310301e+03   -0.00   0.08   0.06       0  |normal      2.310302e+03    0.00  2.310301e+03   -0.00   0.00   0.09       1  |
syn10m02hfsg                 194    40    294 max  2.310301e+03  2.310301e+03  |normal      2.310308e+03    0.00  2.310308e+03   -0.00   0.00   0.24       0  |normal      2.312145e+03    0.08  2.310301e+03   -0.00   0.08   0.02       0  |normal      2.310302e+03    0.00  2.310301e+03   -0.00   0.00   0.08       1  |
syn10m02m                    110    40    198 max  2.310301e+03  2.310301e+03  |normal      2.309353e+03   -0.04  2.309353e+03    0.04   0.00   0.20       0  |normal      2.310301e+03    0.00  2.310301e+03   -0.00   0.00   0.06       0  |normal      2.310739e+03    0.02  2.310301e+03   -0.00   0.02   0.39       1  |
syn10m03h                    291    60    486 max  3.354683e+03  3.354683e+03  |normal      3.352328e+03   -0.07  3.352328e+03    0.07   0.00   0.31       0  |normal      3.356528e+03    0.05  3.354683e+03   -0.00   0.05   0.07       0  |normal      3.354684e+03    0.00  3.354684e+03   -0.00   0.00   0.10       1  |
syn10m03hfsg                 291    60    486 max  3.354683e+03  3.354683e+03  |normal      3.353695e+03   -0.03  3.353695e+03    0.03   0.00   0.33       0  |normal      3.356528e+03    0.05  3.354683e+03   -0.00   0.05   0.07       0  |normal      3.354684e+03    0.00  3.354683e+03   -0.00   0.00   0.10       1  |
syn10m03m                    165    60    342 max  3.354683e+03  3.354683e+03  |normal      3.353316e+03   -0.04  3.353316e+03    0.04   0.00   0.28       0  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00   0.30       0  |normal      3.354750e+03    0.00  3.354684e+03   -0.00   0.00   0.83       1  |
syn10m04h                    388    80    708 max  4.557063e+03  4.557063e+03  |normal      4.557070e+03    0.00  4.557070e+03   -0.00   0.00   0.75       0  |normal      4.558908e+03    0.04  4.557063e+03   -0.00   0.04   0.08       0  |normal      4.557347e+03    0.01  4.553135e+03    0.09   0.09   0.06       1  |
syn10m04hfsg                 388    80    708 max  4.557062e+03  4.557062e+03  |normal      4.554054e+03   -0.07  4.554054e+03    0.07   0.00   0.59       0  |normal      4.558907e+03    0.04  4.557062e+03   -0.00   0.04   0.04       0  |normal      4.557346e+03    0.01  4.553134e+03    0.09   0.09   0.06       1  |
syn10m04m                    220    80    516 max  4.557062e+03  4.557062e+03  |normal      4.553039e+03   -0.09  4.553039e+03    0.09   0.00   0.49       0  |normal      4.557062e+03    0.00  4.557062e+03   -0.00   0.00   0.42       0  |normal      4.558645e+03    0.03  4.557063e+03   -0.00   0.03   1.10       1  |
syn15h                       121    15    181 max  8.532847e+02  8.532847e+02  |normal      8.530634e+02   -0.03  8.530634e+02    0.03   0.00   0.13       0  |normal      8.532847e+02    0.00  8.532847e+02   -0.00  -0.00   0.04       0  |normal      8.532850e+02    0.00  8.532850e+02   -0.00   0.00   0.03       1  |
syn15hfsg                    121    15    181 max  8.532847e+02  8.532847e+02  |normal      8.532849e+02    0.00  8.532849e+02   -0.00   0.00   0.13       0  |normal      8.532847e+02    0.00  8.532847e+02   -0.00   0.00   0.02       0  |normal      8.532850e+02    0.00  8.532850e+02   -0.00   0.00   0.03       1  |
syn15m                        55    15     89 max  8.532847e+02  8.532847e+02  |normal      8.527644e+02   -0.06  8.527644e+02    0.06   0.00   0.12       0  |normal      8.532847e+02    0.00  8.532847e+02   -0.00   0.00   0.03       0  |normal      8.539031e+02    0.07  8.532848e+02   -0.00   0.07   0.06       1  |
syn15m02h                    302    60    467 max  2.832749e+03  2.832749e+03  |normal      2.832751e+03    0.00  2.832751e+03   -0.00   0.00   0.44       0  |normal      2.832749e+03    0.00  2.832749e+03   -0.00  -0.00   0.15       0  |normal      2.832750e+03    0.00  2.832749e+03   -0.00   0.00   0.07       1  |
syn15m02hfsg                 302    60    467 max  2.832753e+03  2.832749e+03  |normal      2.832425e+03      --  2.832425e+03      --   0.00   0.34       0  |normal      2.832749e+03      --  2.832749e+03      --  -0.00   0.04       0  |normal      2.832750e+03      --  2.832749e+03      --   0.00   0.07       1  |
syn15m02m                    170    60    313 max  2.832749e+03  2.832749e+03  |normal      2.832734e+03   -0.00  2.832734e+03    0.00   0.00   0.31       0  |normal      2.832749e+03    0.00  2.832749e+03   -0.00  -0.00   0.30       0  |normal      2.833786e+03    0.04  2.832749e+03   -0.00   0.04   0.11       1  |
syn15m03h                    453    90    768 max  3.850182e+03  3.850182e+03  |normal      3.850189e+03    0.00  3.850189e+03   -0.00   0.00   0.77       0  |normal      3.853054e+03    0.07  3.850182e+03   -0.00   0.07   0.22       0  |normal      3.850183e+03    0.00  3.850182e+03   -0.00   0.00   0.09       1  |
syn15m03hfsg                 453    90    768 max  3.850232e+03  3.850182e+03  |normal      3.849184e+03      --  3.849184e+03      --   0.00   0.66       0  |normal      3.853053e+03      --  3.850182e+03      --   0.07   0.09       0  |normal      3.850183e+03      --  3.850182e+03      --   0.00   0.08       1  |
syn15m03m                    255    90    537 max  3.850182e+03  3.850182e+03  |normal      3.850186e+03    0.00  3.850186e+03   -0.00   0.00   0.78       0  |normal      3.850182e+03    0.00  3.850182e+03    0.00   0.00   0.93       0  |normal      3.853991e+03    0.10  3.850182e+03   -0.00   0.10   0.32       1  |
syn15m04h                    604   120   1114 max  4.937478e+03  4.937478e+03  |normal      4.937480e+03    0.00  4.937480e+03   -0.00   0.00   1.39       0  |normal      4.940350e+03    0.06  4.937478e+03   -0.00   0.06   0.64       0  |normal      4.937479e+03    0.00  4.937478e+03   -0.00   0.00   0.13       1  |
syn15m04hfsg                 604   120   1114 max  4.937490e+03  4.937478e+03  |normal      4.936933e+03      --  4.936933e+03      --   0.00   1.00       0  |normal      4.940349e+03      --  4.937478e+03      --   0.06   0.12       0  |normal      4.937479e+03      --  4.937478e+03      --   0.00   0.12       1  |
syn15m04m                    340   120    806 max  4.937478e+03  4.937478e+03  |normal      4.936301e+03   -0.02  4.936301e+03    0.02   0.00   1.40       0  |normal      4.937478e+03    0.00  4.937478e+03   -0.00   0.00   2.00       0  |normal      4.941208e+03    0.08  4.937479e+03   -0.00   0.08   0.70       1  |
syn20h                       151    20    233 max  9.242634e+02  9.242634e+02  |normal      9.240819e+02   -0.02  9.240819e+02    0.02   0.00   0.21       0  |normal      9.242634e+02    0.00  9.242634e+02   -0.00   0.00   0.10       0  |normal      9.242651e+02    0.00  9.242636e+02   -0.00   0.00   0.06       1  |
syn20hfsg                    151    20    233 max  9.242633e+02  9.242633e+02  |normal      9.234537e+02   -0.09  9.234537e+02    0.09   0.00   0.20       0  |normal      9.242633e+02    0.00  9.242633e+02   -0.00   0.00   0.06       0  |normal      9.242653e+02    0.00  9.242635e+02   -0.00   0.00   0.06       1  |
syn20m                        65    20    113 max  9.242633e+02  9.242633e+02  |normal      9.240424e+02   -0.02  9.240424e+02    0.02   0.00   0.32       0  |normal      9.242633e+02    0.00  9.242633e+02   -0.00   0.00   0.05       0  |normal      9.251771e+02    0.10  9.242635e+02   -0.00   0.10   0.28       1  |
syn20m02h                    382    80    606 max  1.752133e+03  1.752133e+03  |normal      1.752134e+03    0.00  1.752134e+03   -0.00   0.00   0.87       0  |normal      1.752133e+03    0.00  1.752133e+03   -0.00  -0.00   0.18       0  |normal      1.752198e+03    0.00  1.751336e+03    0.05   0.05   0.10       1  |
syn20m02hfsg                 382    80    606 max  1.752147e+03  1.752133e+03  |normal      1.752137e+03      --  1.752137e+03      --   0.00   0.65       0  |normal      1.750642e+03      --  1.750642e+03      --   0.00   0.15       0  |normal      1.752195e+03      --  1.750642e+03      --   0.09   0.12       1  |
syn20m02m                    210    80    406 max  1.752133e+03  1.752133e+03  |normal      1.752137e+03    0.00  1.752137e+03   -0.00   0.00   0.91       3  |normal      1.752133e+03    0.00  1.752133e+03   -0.00   0.00   0.19       0  |normal      1.752769e+03    0.04  1.752134e+03   -0.00   0.04   0.56       1  |
syn20m03h                    573   120    999 max  2.646951e+03  2.646951e+03  |normal      2.646954e+03    0.00  2.646954e+03   -0.00   0.00   1.67       0  |normal      2.646951e+03    0.00  2.646951e+03   -0.00  -0.00   0.30       0  |normal      2.647029e+03    0.00  2.646952e+03   -0.00   0.00   0.10       1  |
syn20m03hfsg                 573   120    999 max  2.646965e+03  2.646951e+03  |normal      2.645830e+03      --  2.645830e+03      --   0.00   1.43       0  |normal      2.645216e+03      --  2.645216e+03      --   0.00   0.20       0  |normal      2.646955e+03      --  2.646952e+03      --   0.00   0.15       1  |
syn20m03m                    315   120    699 max  2.646951e+03  2.646951e+03  |normal      2.646954e+03    0.00  2.646954e+03   -0.00   0.00   2.57      22  |normal      2.646951e+03    0.00  2.646951e+03   -0.00   0.00   2.97       0  |normal      2.647785e+03    0.03  2.645217e+03    0.07   0.10   1.17       1  |
syn20m04h                    764   160   1452 max  3.532744e+03  3.532744e+03  |normal      3.532751e+03    0.00  3.532751e+03   -0.00   0.00   4.66       0  |normal      3.532744e+03    0.00  3.532744e+03   -0.00  -0.00   0.47       0  |normal      3.532751e+03    0.00  3.532745e+03   -0.00   0.00   0.13       1  |
syn20m04hfsg                 764   160   1452 max  3.532939e+03  3.532744e+03  |normal      3.532210e+03      --  3.532210e+03      --   0.00   3.11       0  |normal      3.531009e+03      --  3.531009e+03      --   0.00   0.55       0  |normal      3.532749e+03      --  3.532745e+03      --   0.00   0.21       1  |
syn20m04m                    420   160   1052 max  3.532744e+03  3.532744e+03  |normal      3.532746e+03    0.00  3.532746e+03   -0.00   0.00   7.40      38  |normal      3.532744e+03    0.00  3.532744e+03   -0.00   0.00   1.97       0  |normal      3.533054e+03    0.01  3.532744e+03   -0.00   0.01   1.27       1  |
syn30h                       228    30    345 max  1.381598e+02  1.381598e+02  |normal      1.381614e+02    0.00  1.381614e+02   -0.00   0.00   0.69       2  |normal      1.381598e+02    0.00  1.381598e+02   -0.00  -0.00   0.33       0  |normal      1.382845e+02    0.09  1.381600e+02   -0.00   0.09   0.63       1  |
syn30hfsg                    228    30    345 max  1.381598e+02  1.381596e+02  |normal      1.381640e+02      --  1.381640e+02      --   0.00   0.68       0  |normal      1.381596e+02      --  1.381596e+02      --   0.00   0.12       0  |normal      1.382880e+02      --  1.381601e+02      --   0.09   0.40       1  |
syn30m                       100    30    167 max  1.381596e+02  1.381596e+02  |normal      1.381620e+02    0.00  1.381620e+02   -0.00   0.00   0.60       2  |normal      1.381596e+02    0.00  1.381596e+02   -0.00   0.00   0.29       0  |normal      1.382459e+02    0.06  1.381598e+02   -0.00   0.06   0.52       1  |
syn30m02h                    576   120    900 max  3.996836e+02  3.996836e+02  |normal      3.996859e+02    0.00  3.996859e+02   -0.00   0.00   1.45       0  |normal      3.996836e+02    0.00  3.996836e+02   -0.00  -0.00   0.59       0  |normal      3.996845e+02    0.00  3.996845e+02   -0.00   0.00   0.85       3  |
syn30m02hfsg                 576   120    900 max  3.996831e+02  3.996831e+02  |normal      3.996869e+02    0.00  3.996869e+02   -0.00   0.00   2.48       1  |normal      3.996831e+02    0.00  3.996831e+02   -0.00  -0.00   0.40       0  |normal      3.997939e+02    0.03  3.996840e+02   -0.00   0.03   1.00       1  |
syn30m02m                    320   120    604 max  3.996842e+02  3.996831e+02  |normal      3.738138e+02      --  3.738138e+02      --   0.00  16.91     162 !|normal      3.996831e+02      --  3.996831e+02      --   0.00   1.65       0  |normal      3.996841e+02      --  3.996841e+02      --   0.00   1.36       5  |
syn30m03h                    864   180   1485 max  6.541549e+02  6.541549e+02  |normal      6.541594e+02    0.00  6.541594e+02   -0.00   0.00   4.30       3  |normal      6.541549e+02    0.00  6.541549e+02   -0.00  -0.00   1.31       0  |normal      6.546592e+02    0.08  6.541559e+02   -0.00   0.08   1.57      10  |
syn30m03hfsg                 864   180   1485 max  6.541632e+02  6.541542e+02  |normal      6.541566e+02      --  6.541566e+02      --   0.00   4.15       6  |normal      6.541542e+02      --  6.541542e+02      --  -0.00   1.12       0  |normal      6.541555e+02      --  6.541555e+02      --   0.00   1.87       5  |
