                                   Instance                                    |                                   Scp2804s@1                                   |                                     aecp@1                                     |                                     aoa@0                                      |                                    baron@0                                     |                                    dicopt@1                                    |                                     sbb@1                                      |
sssd25-04                    128   112     57 min  3.001766e+05  3.001766e+05  |normal      3.001847e+05   -0.00  3.001847e+05    0.00   0.00    0.13      330  |normal      3.001763e+05    0.00  3.001766e+05   -0.00   0.00    6.04       --  |normal      3.002523e+05   -0.03  3.002523e+05    0.03   0.00    0.13       --  |normal      2.998869e+05    0.10  3.001868e+05    0.00   0.10    1.15       62  |normal      3.001868e+05   -0.00  3.001868e+05    0.00   0.00    2.33       --  |--                    --     inf            --     inf     --      --       -- !|
sssd25-08                    256   224     89 min  4.720206e+05  4.720931e+05  |normal      4.720943e+05      --  4.720943e+05      --   0.00    3.03    54703  |normal      4.720925e+05      --  4.720931e+05      --   0.00   61.02       --  |normal      4.721408e+05      --  4.721408e+05      --   0.00    5.86       --  |normal      4.717467e+05      --  4.722185e+05      --   0.10   47.41     1781  |normal      4.721385e+05      --  4.721385e+05      --   0.00   10.74       --  |--                    --      --            --      --     --      --       -- !|
st_e14                        11     4     13 min  4.579582e+00  4.579582e+00  |normal      4.579582e+00   -0.00  4.579582e+00    0.00   0.00    0.07        0  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.28       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.02       --  |normal      4.575007e+00    0.10  4.579582e+00    0.00   0.10    0.05        1  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.08       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.16       10  |
st_miqp1                       5     5      1 min  2.810000e+02  2.810000e+02  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00    0.03        0  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00    0.06       --  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00    0.01       --  |normal      2.807193e+02    0.10  2.810000e+02    0.00   0.10    0.02        1  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00    0.03       --  |normal      2.810000e+02    0.00  2.810000e+02    0.00   0.00    0.16        8  |
st_miqp2                       4     4      3 min  2.000000e+00  2.000000e+00  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00    0.04        0  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00    0.08       --  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00    0.01       --  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00    0.02        1  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00    0.04       --  |normal      2.000000e+00    0.00  2.000000e+00    0.00   0.00    0.16       10  |
st_miqp3                       2     2      1 min -6.000000e+00 -6.000000e+00  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00    0.03        0  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00    0.06       --  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00    0.01       --  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00    0.00        0  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00    0.00       --  |normal     -6.000000e+00    0.00 -6.000000e+00    0.00   0.00    0.15        0  |
st_miqp4                       6     3      4 min -4.574000e+03 -4.574000e+03  |normal     -4.574000e+03    0.00 -4.574000e+03    0.00   0.00    0.03        0  |normal     -4.574000e+03    0.00 -4.574000e+03    0.00   0.00    0.05       --  |normal               inf     inf           inf     inf   0.00    0.00       -- !|normal     -4.578579e+03    0.10 -4.574000e+03    0.00   0.10    0.02        1  |normal     -4.574000e+03    0.00 -4.574000e+03    0.00   0.00    0.02       --  |normal               inf     inf           inf     inf   0.00    0.15        0 !|
st_miqp5                       7     2     13 min -3.338889e+02 -3.338889e+02  |normal     -3.338889e+02   -0.00 -3.338889e+02    0.00   0.00    0.03        0  |normal     -3.338889e+02    0.00 -3.338889e+02    0.00   0.00    0.18       --  |normal     -3.338889e+02    0.00 -3.338889e+02   -0.00   0.00    0.00       --  |normal     -3.342231e+02    0.10 -3.338889e+02    0.00   0.10    0.02        1  |normal     -3.338889e+02   -0.00 -3.338889e+02    0.00   0.00    0.00       --  |normal     -3.338889e+02   -0.00 -3.338889e+02    0.00   0.00    0.15        0  |
st_test1                       5     5      1 min  0.000000e+00  0.000000e+00  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00    0.03        0  |normal     -1.000000e-09    0.00  0.000000e+00    0.00   0.00    0.09       --  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00    0.01       --  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00    0.02        7  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00    0.07       --  |normal      0.000000e+00    0.00  0.000000e+00    0.00   0.00    0.16       14  |
st_test2                       6     6      2 min -9.250000e+00 -9.250000e+00  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00    0.03        0  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00    0.04       --  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00    0.01       --  |normal     -9.259259e+00    0.10 -9.250000e+00    0.00   0.10    0.01        0  |normal     -9.250000e+00    0.00 -9.250000e+00    0.00   0.00    0.03       --  |normal               inf     inf           inf     inf   0.00    0.15        0 !|
st_test3                      13    13     10 min -7.000000e+00 -7.000000e+00  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.03        0  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.06       --  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.00       --  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.01        0  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.03       --  |normal               inf     inf           inf     inf   0.00    0.15        0 !|
st_test4                       6     6      5 min -7.000000e+00 -7.000000e+00  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.04        0  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.06       --  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.01       --  |normal     -7.007007e+00    0.10 -7.000000e+00    0.00   0.10    0.02        1  |normal     -7.000000e+00    0.00 -7.000000e+00    0.00   0.00    0.02       --  |normal               inf     inf           inf     inf   0.00    0.15        0 !|
st_test5                      10    10     11 min -1.100000e+02 -1.100000e+02  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00    0.03        0  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00    0.04       --  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00    0.00       --  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00    0.02        1  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00    0.02       --  |normal     -1.100000e+02    0.00 -1.100000e+02    0.00   0.00    0.22       28  |
st_test6                      10    10      5 min  4.710000e+02  4.710000e+02  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00    0.03        0  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00    0.04       --  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00    0.01       --  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00    0.01        0  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00    0.03       --  |normal      4.710000e+02    0.00  4.710000e+02    0.00   0.00    0.18       40  |
st_test8                      24    24     20 min -2.960500e+04 -2.960500e+04  |normal     -2.960500e+04    0.00 -2.960500e+04    0.00   0.00    0.04        0  |normal     -2.960500e+04    0.00 -2.960500e+04    0.00   0.00    0.10       --  |normal     -2.960500e+04    0.00 -2.960500e+04    0.00   0.00    0.00       --  |normal     -2.963400e+04    0.10 -2.960500e+04    0.00   0.10    0.02        1  |normal     -2.960500e+04    0.00 -2.960500e+04    0.00   0.00    0.03       --  |normal     -2.960542e+04    0.00 -2.960500e+04    0.00   0.00    0.15        1  |
st_testgr1                    10    10      5 min -1.281160e+01 -1.281160e+01  |normal     -1.281160e+01    0.00 -1.281160e+01    0.00   0.00    0.05        0  |normal     -1.281160e+01    0.00 -1.281160e+01    0.00   0.00    0.32       --  |normal     -1.281045e+01   -0.01 -1.281045e+01    0.01   0.00    0.04       --  |normal     -1.282327e+01    0.09 -1.281045e+01    0.01   0.10    0.07       21  |normal     -1.281115e+01   -0.00 -1.281115e+01    0.00   0.00    0.25       --  |normal     -1.281334e+01    0.01 -1.281160e+01    0.00   0.01    0.22       85  |
st_testgr3                    20    20     20 min -2.059000e+01 -2.059000e+01  |normal     -2.058725e+01   -0.01 -2.058725e+01    0.01   0.00    0.05        0  |normal     -2.059000e+01    0.00 -2.059000e+01    0.00   0.00    0.18       --  |normal     -2.059000e+01    0.00 -2.059000e+01    0.00   0.00    0.03       --  |normal     -2.059054e+01    0.00 -2.056995e+01    0.10   0.10    0.15       45  |normal     -2.059000e+01    0.00 -2.059000e+01    0.00   0.00    0.05       --  |normal     -2.061033e+01    0.10 -2.059000e+01    0.00   0.10    0.37      249  |
st_testph4                     3     3     10 min -8.050000e+01 -8.050000e+01  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00    0.03        0  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00    0.05       --  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00    0.00       --  |normal     -8.058058e+01    0.10 -8.050000e+01    0.00   0.10    0.01        0  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00    0.02       --  |normal     -8.050000e+01    0.00 -8.050000e+01    0.00   0.00    0.16        6  |
stockcycle                   480   432     97 min  1.199487e+05  1.199487e+05  |normal      1.199487e+05   -0.00  1.199487e+05    0.00   0.00    0.53      292  |timelim     1.127382e+05    6.40  1.212213e+05    1.06   7.52  902.01       --  |timelim     1.179162e+05    1.72  1.205326e+05    0.49   2.22  921.04       --  |normal      1.198289e+05    0.10  1.199487e+05    0.00   0.10    3.16       53  |timelim     1.179162e+05    1.72  1.415507e+05   18.01  20.04  900.01       --  |normal      1.198289e+05    0.10  1.199487e+05    0.00   0.10  431.47   128834  |
syn05h                        42     5     58 max  8.377324e+02  8.377324e+02  |normal      8.374451e+02   -0.03  8.374451e+02    0.03   0.00    0.04        0  |normal      8.377324e+02    0.00  8.377324e+02    0.00   0.00    0.13       --  |normal      8.374449e+02   -0.03  8.374449e+02    0.03   0.00    0.01       --  |normal      8.385710e+02    0.10  8.377324e+02   -0.00   0.10    0.07        1  |normal      8.374449e+02   -0.03  8.374449e+02    0.03   0.00    0.04       --  |normal      8.380107e+02    0.03  8.377324e+02   -0.00   0.03    0.15        1  |
syn05hfsg                     42     5     58 max  8.377324e+02  8.377324e+02  |normal      8.374451e+02   -0.03  8.374451e+02    0.03   0.00    0.04        0  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00    0.12       --  |normal      8.374449e+02   -0.03  8.374449e+02    0.03   0.00    0.01       --  |normal      8.382831e+02    0.07  8.374449e+02    0.03   0.10    0.04        1  |normal      8.374449e+02   -0.03  8.374449e+02    0.03   0.00    0.03       --  |normal      8.380107e+02    0.03  8.377324e+02    0.00   0.03    0.15        2  |
syn05m                        20     5     28 max  8.377324e+02  8.377324e+02  |normal      8.374450e+02   -0.03  8.374450e+02    0.03   0.00    0.04        0  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00    0.11       --  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00    0.01       --  |normal      8.385710e+02    0.10  8.377324e+02    0.00   0.10    0.03        1  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00    0.04       --  |normal      8.377324e+02   -0.00  8.377324e+02    0.00   0.00    0.16        8  |
syn05m02h                    104    20    151 max  3.032736e+03  3.032736e+03  |normal      3.032730e+03   -0.00  3.032730e+03    0.00   0.00    0.05        0  |normal      3.032736e+03    0.00  3.032736e+03    0.00   0.00    0.42       --  |normal      3.032736e+03    0.00  3.032736e+03    0.00   0.00    0.01       --  |normal      3.035771e+03    0.10  3.032736e+03   -0.00   0.10    0.04        1  |normal      3.032736e+03   -0.00  3.032736e+03    0.00   0.00    0.05       --  |normal      3.033347e+03    0.02  3.032736e+03    0.00   0.02    0.16        1  |
syn05m02hfsg                 104    20    151 max  3.032735e+03  3.032735e+03  |normal      3.032736e+03    0.00  3.032736e+03   -0.00   0.00    0.05        0  |normal      3.032736e+03    0.00  3.032735e+03    0.00   0.00    0.42       --  |normal      3.032735e+03    0.00  3.032735e+03    0.00   0.00    0.01       --  |normal      3.035771e+03    0.10  3.032735e+03    0.00   0.10    0.04        1  |normal      3.032735e+03   -0.00  3.032735e+03    0.00   0.00    0.05       --  |normal      3.033347e+03    0.02  3.032735e+03    0.00   0.02    0.16        1  |
syn05m02m                     60    20    101 max  3.032735e+03  3.032735e+03  |normal      3.032736e+03    0.00  3.032736e+03   -0.00   0.00    0.05        0  |normal      3.032736e+03    0.00  3.032735e+03    0.00   0.00    0.40       --  |normal      3.032735e+03    0.00  3.032735e+03    0.00   0.00    0.01       --  |normal      3.035771e+03    0.10  3.032735e+03    0.00   0.10    0.04        1  |normal      3.032735e+03   -0.00  3.032735e+03    0.00   0.00    0.05       --  |normal      3.032735e+03   -0.00  3.032735e+03    0.00   0.00    0.17       18  |
syn05m03h                    156    30    249 max  4.027372e+03  4.027372e+03  |normal      4.027373e+03    0.00  4.027373e+03   -0.00   0.00    0.06        0  |normal      4.027373e+03    0.00  4.027372e+03   -0.00   0.00    0.58       --  |normal      4.027372e+03    0.00  4.027372e+03    0.00   0.00    0.02       --  |normal      4.031404e+03    0.10  4.027372e+03   -0.00   0.10    0.06        1  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00    0.05       --  |normal      4.027984e+03    0.02  4.027372e+03   -0.00   0.02    0.16        1  |
syn05m03hfsg                 156    30    249 max  4.027372e+03  4.027372e+03  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00    0.06        0  |normal      4.027373e+03    0.00  4.027372e+03   -0.00   0.00    0.58       --  |normal      4.027372e+03    0.00  4.027372e+03    0.00   0.00    0.01       --  |normal      4.031403e+03    0.10  4.027372e+03   -0.00   0.10    0.08        1  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00    0.05       --  |normal      4.027983e+03    0.02  4.027372e+03   -0.00   0.02    0.16        1  |
syn05m03m                     90    30    174 max  4.027372e+03  4.027372e+03  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00    0.06        0  |normal      4.027373e+03    0.00  4.027372e+03   -0.00   0.00    0.56       --  |normal      4.027372e+03    0.00  4.027372e+03    0.00   0.00    0.01       --  |normal      4.031403e+03    0.10  4.027372e+03   -0.00   0.10    0.05        1  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00    0.06       --  |normal      4.027372e+03    0.00  4.027372e+03   -0.00   0.00    0.21       38  |
syn05m04h                    208    40    362 max  5.510388e+03  5.510388e+03  |normal      5.510389e+03    0.00  5.510389e+03   -0.00   0.00    0.07        0  |normal      5.510389e+03    0.00  5.510388e+03    0.00   0.00    0.78       --  |normal      5.510388e+03    0.00  5.510388e+03    0.00   0.00    0.02       --  |normal      5.515904e+03    0.10  5.510388e+03    0.00   0.10    0.15        1  |normal      5.510388e+03   -0.00  5.510388e+03    0.00   0.00    0.06       --  |normal      5.510999e+03    0.01  5.510388e+03    0.00   0.01    0.16        2  |
syn05m04hfsg                 208    40    362 max  5.510632e+03  5.510387e+03  |normal      5.510388e+03      --  5.510388e+03      --   0.00    0.07        0  |normal      5.510388e+03      --  5.510387e+03      --   0.00    0.78       --  |normal      5.510387e+03      --  5.510387e+03      --   0.00    0.02       --  |normal      5.515903e+03      --  5.510387e+03      --   0.10    0.06        1  |normal      5.510387e+03      --  5.510387e+03      --   0.00    0.06       --  |normal      5.510999e+03      --  5.510387e+03      --   0.01    0.16        2  |
syn05m04m                    120    40    262 max  5.510387e+03  5.510387e+03  |normal      5.510388e+03    0.00  5.510388e+03   -0.00   0.00    0.07        0  |normal      5.510388e+03    0.00  5.510387e+03    0.00   0.00    0.75       --  |normal      5.510387e+03    0.00  5.510387e+03    0.00   0.00    0.01       --  |normal      5.515903e+03    0.10  5.510387e+03    0.00   0.10    0.05        1  |normal      5.510387e+03   -0.00  5.510387e+03    0.00   0.00    0.07       --  |normal      5.510387e+03   -0.00  5.510387e+03    0.00   0.00    0.26       51  |
syn10h                        77    10    112 max  1.267354e+03  1.267354e+03  |normal      1.267347e+03   -0.00  1.267347e+03    0.00   0.00    0.05        0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.08       --  |normal      1.267354e+03    0.00  1.267354e+03    0.00   0.00    0.01       --  |normal      1.268622e+03    0.10  1.267354e+03   -0.00   0.10    0.03        1  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.03       --  |normal      1.267709e+03    0.03  1.267354e+03   -0.00   0.03    0.15        1  |
syn10hfsg                     77    10    112 max  1.267354e+03  1.267354e+03  |normal      1.267352e+03   -0.00  1.267352e+03    0.00   0.00    0.04        0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.08       --  |normal      1.267354e+03    0.00  1.267354e+03    0.00   0.00    0.01       --  |normal      1.268622e+03    0.10  1.267354e+03   -0.00   0.10    0.03        1  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.03       --  |normal      1.267709e+03    0.03  1.267354e+03   -0.00   0.03    0.15        1  |
syn10m                        35    10     54 max  1.267354e+03  1.267354e+03  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.04        0  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.08       --  |normal      1.267354e+03    0.00  1.267354e+03    0.00   0.00    0.01       --  |normal      1.268622e+03    0.10  1.267354e+03   -0.00   0.10    0.03        1  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.03       --  |normal      1.267354e+03    0.00  1.267354e+03   -0.00   0.00    0.18       32  |
syn10m02h                    194    40    294 max  2.310301e+03  2.310301e+03  |normal      2.310301e+03    0.00  2.310301e+03   -0.00   0.00    0.08        0  |normal      2.310302e+03    0.00  2.310301e+03   -0.00   0.00    0.70       --  |normal      2.310301e+03    0.00  2.310301e+03    0.00   0.00    0.04       --  |normal      2.312614e+03    0.10  2.310301e+03   -0.00   0.10    0.08        1  |normal      2.310301e+03    0.00  2.310301e+03   -0.00   0.00    0.14       --  |normal      2.310301e+03    0.00  2.310301e+03   -0.00   0.00    0.20        7  |
syn10m02hfsg                 194    40    294 max  2.310301e+03  2.310301e+03  |normal      2.310301e+03   -0.00  2.310301e+03    0.00   0.00    0.07        0  |normal      2.310301e+03    0.00  2.310301e+03    0.00   0.00    0.71       --  |normal      2.310301e+03    0.00  2.310301e+03    0.00   0.00    0.04       --  |normal      2.312613e+03    0.10  2.310301e+03    0.00   0.10    0.13        1  |normal      2.310301e+03   -0.00  2.310301e+03    0.00   0.00    0.13       --  |normal      2.310301e+03    0.00  2.310301e+03   -0.00   0.00    0.19        8  |
syn10m02m                    110    40    198 max  2.310301e+03  2.310301e+03  |normal      2.310302e+03    0.00  2.310302e+03   -0.00   0.00    0.07        0  |normal      2.310301e+03    0.00  2.310301e+03    0.00   0.00    0.68       --  |normal      2.310301e+03    0.00  2.310301e+03    0.00   0.00    0.02       --  |normal      2.312613e+03    0.10  2.310301e+03    0.00   0.10    0.06        1  |normal      2.310301e+03   -0.00  2.310301e+03    0.00   0.00    0.15       --  |normal      2.310301e+03   -0.00  2.310301e+03    0.00   0.00    1.15      542  |
syn10m03h                    291    60    486 max  3.354683e+03  3.354683e+03  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.11        0  |normal      3.354684e+03    0.00  3.354683e+03   -0.00   0.00    1.17       --  |normal      3.354683e+03    0.00  3.354683e+03    0.00   0.00    0.06       --  |normal      3.358041e+03    0.10  3.354683e+03   -0.00   0.10    0.79       11  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.20       --  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.24       11  |
syn10m03hfsg                 291    60    486 max  3.354683e+03  3.354683e+03  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.11        0  |normal      3.354684e+03    0.00  3.354683e+03   -0.00   0.00    1.18       --  |normal      3.354683e+03    0.00  3.354683e+03    0.00   0.00    0.05       --  |normal      3.355109e+03    0.01  3.351754e+03    0.09   0.10    0.26        1  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.18       --  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.22       11  |
syn10m03m                    165    60    342 max  3.354683e+03  3.354683e+03  |normal      3.354684e+03    0.00  3.354684e+03   -0.00   0.00    0.10        0  |normal      3.354684e+03    0.00  3.354683e+03   -0.00   0.00    1.10       --  |normal      3.354683e+03    0.00  3.354683e+03    0.00   0.00    0.03       --  |normal      3.358041e+03    0.10  3.354683e+03   -0.00   0.10    0.08        1  |normal      3.354683e+03    0.00  3.354683e+03   -0.00   0.00    0.17       --  |normal      3.356781e+03    0.06  3.354683e+03   -0.00   0.06    4.98     1809  |
syn10m04h                    388    80    708 max  4.557063e+03  4.557063e+03  |normal      4.557064e+03    0.00  4.557064e+03   -0.00   0.00    0.16        0  |normal      4.557064e+03    0.00  4.557063e+03   -0.00   0.00    1.65       --  |normal      4.557063e+03    0.00  4.557063e+03    0.00   0.00    0.08       --  |normal      4.561625e+03    0.10  4.557063e+03   -0.00   0.10    0.72        5  |normal      4.557063e+03    0.00  4.557063e+03   -0.00   0.00    0.30       --  |normal      4.557063e+03    0.00  4.557063e+03   -0.00   0.00    0.29       13  |
syn10m04hfsg                 388    80    708 max  4.557062e+03  4.557062e+03  |normal      4.553136e+03   -0.09  4.553136e+03    0.09   0.00    0.16        0  |normal      4.557064e+03    0.00  4.557062e+03    0.00   0.00    1.69       --  |normal      4.557062e+03    0.00  4.557062e+03    0.00   0.00    0.09       --  |normal      4.561624e+03    0.10  4.557062e+03    0.00   0.10    0.21        1  |normal      4.554062e+03   -0.07  4.554062e+03    0.07   0.00    0.30       --  |normal      4.557925e+03    0.02  4.557062e+03    0.00   0.02    0.27       13  |
syn10m04m                    220    80    516 max  4.557062e+03  4.557062e+03  |normal      4.557063e+03    0.00  4.557063e+03   -0.00   0.00    0.13        0  |normal      4.557064e+03    0.00  4.557062e+03    0.00   0.00    1.56       --  |normal      4.557062e+03    0.00  4.557062e+03    0.00   0.00    0.04       --  |normal      4.561624e+03    0.10  4.557062e+03   -0.00   0.10    0.11        1  |normal      4.557062e+03   -0.00  4.557062e+03    0.00   0.00    0.25       --  |normal      4.561543e+03    0.10  4.557062e+03    0.00   0.10   20.58     5751  |
syn15h                       121    15    181 max  8.532847e+02  8.532847e+02  |normal      8.532848e+02    0.00  8.532848e+02   -0.00   0.00    0.06        0  |normal      8.532848e+02    0.00  8.532847e+02   -0.00   0.00    0.19       --  |normal      8.532847e+02    0.00  8.532847e+02   -0.00   0.00    0.01       --  |normal      8.541389e+02    0.10  8.532847e+02   -0.00   0.10    0.08        1  |normal      8.532847e+02    0.00  8.532847e+02   -0.00   0.00    0.04       --  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.16        2  |
syn15hfsg                    121    15    181 max  8.532847e+02  8.532847e+02  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.06        0  |normal      8.532848e+02    0.00  8.532847e+02    0.00   0.00    0.17       --  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.02       --  |normal      8.541389e+02    0.10  8.532848e+02   -0.00   0.10    0.07        1  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.05       --  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.16        2  |
syn15m                        55    15     89 max  8.532847e+02  8.532847e+02  |normal      8.532850e+02    0.00  8.532850e+02   -0.00   0.00    0.05        0  |normal      8.532848e+02    0.00  8.532847e+02    0.00   0.00    0.16       --  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.02       --  |normal      8.541389e+02    0.10  8.532847e+02    0.00   0.10    0.04        1  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.05       --  |normal      8.532847e+02   -0.00  8.532847e+02    0.00   0.00    0.31       70  |
syn15m02h                    302    60    467 max  2.832749e+03  2.832749e+03  |normal      2.832750e+03    0.00  2.832750e+03   -0.00   0.00    0.11        0  |normal      2.832750e+03    0.00  2.832749e+03    0.00   0.00    0.60       --  |normal      2.832749e+03    0.00  2.832749e+03    0.00   0.00    0.03       --  |normal      2.835585e+03    0.10  2.832749e+03   -0.00   0.10    0.27        3  |normal      2.832749e+03   -0.00  2.832749e+03    0.00   0.00    0.16       --  |normal      2.832749e+03   -0.00  2.832749e+03    0.00   0.00    0.20        3  |
syn15m02hfsg                 302    60    467 max  2.832753e+03  2.832749e+03  |normal      2.832749e+03      --  2.832749e+03      --   0.00    0.11        0  |normal      2.832749e+03      --  2.832749e+03      --   0.00    0.60       --  |normal      2.832749e+03      --  2.832749e+03      --   0.00    0.04       --  |normal      2.835584e+03      --  2.832749e+03      --   0.10    0.23        1  |normal      2.832749e+03      --  2.832749e+03      --   0.00    0.16       --  |normal      2.832749e+03      --  2.832749e+03      --   0.00    0.20        7  |
syn15m02m                    170    60    313 max  2.832749e+03  2.832749e+03  |normal      2.832751e+03    0.00  2.832751e+03   -0.00   0.00    0.08        0  |normal      2.832749e+03    0.00  2.832749e+03    0.00   0.00    0.57       --  |normal      2.832749e+03    0.00  2.832749e+03    0.00   0.00    0.03       --  |normal      2.835584e+03    0.10  2.832749e+03    0.00   0.10    0.08        1  |normal      2.832749e+03   -0.00  2.832749e+03    0.00   0.00    0.10       --  |normal      2.834477e+03    0.06  2.832749e+03    0.00   0.06    1.71      791  |
syn15m03h                    453    90    768 max  3.850182e+03  3.850182e+03  |normal      3.850182e+03    0.00  3.850182e+03   -0.00   0.00    0.18        0  |normal      3.850183e+03    0.00  3.850182e+03   -0.00   0.00    0.94       --  |normal      3.850182e+03    0.00  3.850182e+03    0.00   0.00    0.05       --  |normal      3.854036e+03    0.10  3.850182e+03   -0.00   0.10    0.19        1  |normal      3.850182e+03    0.00  3.850182e+03   -0.00   0.00    0.25       --  |normal      3.850182e+03    0.00  3.850182e+03   -0.00   0.00    0.32        6  |
syn15m03hfsg                 453    90    768 max  3.850232e+03  3.850182e+03  |normal      3.850182e+03      --  3.850182e+03      --   0.00    0.18        0  |normal      3.850182e+03      --  3.850182e+03      --   0.00    0.99       --  |normal      3.850182e+03      --  3.850182e+03      --   0.00    0.07       --  |normal      3.854036e+03      --  3.850182e+03      --   0.10    0.20        1  |normal      3.850182e+03      --  3.850182e+03      --   0.00    0.24       --  |normal      3.850182e+03      --  3.850182e+03      --   0.00    0.24        9  |
syn15m03m                    255    90    537 max  3.850182e+03  3.850182e+03  |normal      3.850182e+03   -0.00  3.850182e+03    0.00   0.00    0.12        0  |normal      3.850182e+03    0.00  3.850182e+03    0.00   0.00    0.91       --  |normal      3.850182e+03    0.00  3.850182e+03    0.00   0.00    0.06       --  |normal      3.854036e+03    0.10  3.850182e+03    0.00   0.10    0.12        1  |normal      3.850182e+03   -0.00  3.850182e+03    0.00   0.00    0.17       --  |normal      3.853917e+03    0.10  3.850182e+03    0.00   0.10    7.41     2700  |
