                            Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail                                         FailReason
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.43738e-07                                               0               0.001001                                               0                                               0
                           PrimalGap                -2.87324e-11                                    -2.87311e-11                                               0           -2.87311e-11                                    -2.14224e-11                                    -2.87337e-11
                           DualGap                   2.87324e-11                                     1.43766e-07                                               0               0.001001                                     2.14224e-11                                     2.87337e-11
syn15m03m                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   3850.18                                         3850.18                                         3850.18                3850.18                                         3850.18                                         3850.18
                           DualBound                     3850.18                                         3850.18                                         3850.18                3854.04                                         3850.18                                         3853.92
                           SolverTime                   0.124739                                           0.908                                            0.06                   0.12                                           0.174                                            7.41
                           NumberOfIterations                  0                                              82                                               0                      0                                             689                                           28882
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                            2700
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.59054e-07                                               0               0.001001                                               0                                     0.000970224
                           PrimalGap                 1.12538e-10                                     1.12538e-10                                               0            9.55124e-11                                      8.8653e-11                                     1.12538e-10
                           DualGap                  -1.12538e-10                                     1.58941e-07                                               0               0.001001                                     -8.8653e-11                                     0.000970223
syn15m04hfsg               JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   4937.48                                         4937.48                                         4937.48                4937.48                                         4937.48                                         4937.48
                           DualBound                     4937.48                                         4937.48                                         4937.48                4942.42                                         4937.48                                         4937.48
                           SolverTime                   0.302978                                            1.53                                            0.08                   0.93                                           0.366                                           0.305
                           NumberOfIterations                  0                                             100                                               0                      0                                            1063                                             431
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      3                                             NaN                                               6
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.71897e-07                                               0               0.001001                                               0                                               0
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
syn15m04h                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   4937.48                                         4937.48                                         4937.48                4937.48                                         4937.48                                         4937.48
                           DualBound                     4937.48                                         4937.48                                         4937.48                4942.42                                         4937.48                                         4937.48
                           SolverTime                   0.283021                                            1.56                                            0.08                   1.56                                           0.483                                           0.323
                           NumberOfIterations                  0                                             103                                               0                      0                                            1339                                             438
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      7                                             NaN                                               6
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                       1.745e-07                                               0               0.001001                                               0                                               0
                           PrimalGap                 2.26351e-11                                     2.26351e-11                                               0           -1.15879e-10                                     2.26351e-11                                     2.26351e-11
                           DualGap                  -2.26351e-11                                     1.74477e-07                                               0               0.001001                                    -2.26351e-11                                    -2.26351e-11
syn15m04m                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   4937.48                                         4937.48                                         4937.48                4937.48                                         4937.48                                         4937.48
                           DualBound                     4937.48                                         4937.48                                         4937.48                4942.42                                         4937.48                                         4942.37
                           SolverTime                   0.167531                                           1.605                                            0.13                    0.2                                           0.303                                          51.214
                           NumberOfIterations                  0                                             111                                               0                      0                                            1085                                          164886
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                           11880
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.89739e-07                                               0               0.001001                                               0                                     0.000991833
                           PrimalGap                -1.10948e-07                                    -7.73815e-11                                               0           -7.86636e-11                                    -7.89734e-11                                    -7.86636e-11
                           DualGap                   1.10948e-07                                     1.89816e-07                                               0               0.001001                                     7.89734e-11                                     0.000991833
syn15m                     JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   853.285                                         853.285                                         853.285                853.285                                         853.285                                         853.285
                           DualBound                     853.285                                         853.285                                         853.285                854.139                                         853.285                                         853.285
                           SolverTime                   0.048051                                           0.164                                            0.02                   0.04                                            0.05                                           0.306
                           NumberOfIterations                  0                                              23                                               0                      0                                             151                                             517
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                              70
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     3.34842e-08                                               0               0.001001                                               0                                               0
                           PrimalGap                -3.26266e-07                                     4.03476e-11                                       4.035e-11            4.03488e-11                                     4.03488e-11                                     4.03488e-11
                           DualGap                   3.26266e-07                                     3.34439e-08                                      -4.035e-11               0.001001                                    -4.03488e-11                                    -4.03488e-11
syn20hfsg                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   924.264                                         924.263                                         924.263                924.263                                         924.263                                         924.263
                           DualBound                     924.264                                         924.264                                         924.263                925.188                                         924.263                                         924.684
                           SolverTime                  0.0675856                                           0.467                                            0.03                   0.09                                           0.066                                           0.192
                           NumberOfIterations                  0                                              52                                               0                      0                                             277                                             162
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                               3
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.27396e-06                                               0               0.001001                                               0                                     0.000455517
                           PrimalGap                -7.60494e-07                                      7.8417e-11                                     1.80901e-11            1.80879e-11                                     2.63079e-10                                     2.50138e-12
                           DualGap                   7.60494e-07                                     1.27388e-06                                    -1.80901e-11               0.001001                                    -2.63079e-10                                     0.000455517
syn20h                     JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   924.264                                         924.263                                         924.263                924.263                                         924.263                                         924.263
                           DualBound                     924.264                                         924.265                                         924.263                925.189                                         924.263                                         924.684
                           SolverTime                  0.0689474                                           0.485                                            0.03                   0.17                                           0.067                                           0.171
                           NumberOfIterations                  0                                              52                                               0                      0                                             258                                             159
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                               3
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.27408e-06                                               0               0.001001                                               0                                     0.000455518
                           PrimalGap                -4.83135e-07                                    -4.67066e-12                                     -4.6415e-12            -4.6436e-12                                     2.40344e-10                                     -4.6436e-12
                           DualGap                   4.83135e-07                                     1.27409e-06                                      4.6415e-12               0.001001                                    -2.40344e-10                                     0.000455518
syn20m02hfsg               JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   1752.13                                         1752.13                                         1752.13                1752.13                                         1752.13                                         1752.13
                           DualBound                     1752.13                                         1752.13                                         1752.13                1753.89                                         1752.13                                         1752.27
                           SolverTime                   0.138859                                           0.952                                            0.06                   0.51                                           0.241                                           0.348
                           NumberOfIterations                  0                                              74                                               0                      0                                            1044                                             871
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      3                                             NaN                                              23
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                      1.4948e-07                                               0               0.001001                                               0                                     8.07901e-05
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
syn20m02h                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   1752.13                                         1752.13                                         1752.13                1752.13                                         1752.13                                         1752.13
                           DualBound                     1752.13                                         1752.13                                         1752.13                1753.89                                         1752.13                                         1752.13
                           SolverTime                   0.139713                                           0.891                                            0.06                   0.37                                           0.351                                           0.317
                           NumberOfIterations                  0                                              74                                               0                      0                                            1553                                             704
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                               8
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.16967e-07                                               0               0.001001                                               0                                               0
                           PrimalGap                 1.91315e-11                                     1.92794e-11                                               0            1.93022e-11                                     1.93022e-11                                    -1.57088e-10
                           DualGap                  -1.91315e-11                                     1.16948e-07                                               0               0.001001                                    -1.93022e-11                                     1.57088e-10
syn20m02m                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   1752.14                                         1752.13                                         1752.13                1752.13                                         1752.13                                         1752.13
                           DualBound                     1752.14                                         1752.13                                         1752.13                1753.89                                         1752.13                                         1753.88
                           SolverTime                     0.1115                                            0.82                                            0.05                   0.11                                           0.258                                          209.66
                           NumberOfIterations                  0                                              74                                               0                      0                                            1469                                          919940
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                           81666
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.55696e-07                                               0               0.001001                                               0                                     0.000996221
                           PrimalGap                -1.15715e-06                                     8.31102e-11                                               0            8.31102e-11                                     8.31102e-11                                     8.31102e-11
                           DualGap                   1.15715e-06                                     1.55613e-07                                               0               0.001001                                    -8.31102e-11                                     0.000996221
syn20m03hfsg               JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   2646.95                                         2646.95                                         2646.95                2646.95                                         2646.95                                         2646.95
                           DualBound                     2646.95                                         2646.95                                         2646.95                 2649.6                                         2646.95                                         2648.93
                           SolverTime                   0.278428                                            1.64                                            0.12                   3.92                                           0.523                                           0.565
                           NumberOfIterations                  0                                             107                                               0                      0                                            2134                                            1268
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      3                                             NaN                                              24
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     3.79966e-07                                               0               0.001001                                               0                                     0.000747779
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
syn20m03h                  JulianDate                    43951.9                                         43962.1                                             NaN                43970.9                                         43974.1                                         43963.4
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   2646.95                                         2646.95                                         2646.95                2646.95                                         2646.95                                         2646.95
                           DualBound                     2646.95                                         2646.95                                         2646.95                 2649.6                                         2646.95                                         2647.28
                           SolverTime                   0.280783                                           1.382                                             0.1                   0.66                                           0.554                                           0.476
                           NumberOfIterations                  0                                              94                                               0                      0                                            2374                                             846
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                      1                                             NaN                                              14
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     2.69592e-07                                               0               0.001001                                               0                                     0.000124963
                           PrimalGap                -3.29675e-11                                    -3.01895e-11                                               0           -3.29663e-11                                    -3.30078e-11                                    -1.49723e-10
                           DualGap                   3.29675e-11                                     2.69622e-07                                               0               0.001001                                     3.30078e-11                                     0.000124964
